raw,eased,x,y,z,yaw,pitch
0.105926,0.0762646,22604.8,670.865,42654.7,-92.834,-21.07
0.106296,0.0766629,22604.1,673.53,42638.8,-92.7137,-21.0912
0.106667,0.0770611,22603.4,676.272,42622.9,-92.5936,-21.1132
0.107037,0.0774594,22602.8,679.071,42607,-92.474,-21.1361
0.107408,0.0778576,22602.2,681.956,42591.1,-92.3546,-21.1598
0.107778,0.0782559,22601.7,684.898,42575.3,-92.2357,-21.1845
0.108148,0.0786541,22601.2,687.935,42559.3,-92.1171,-21.2101
0.108519,0.0790524,22600.8,691.028,42543.6,-91.9989,-21.2366
0.108889,0.0794506,22600.5,694.226,42527.7,-91.8812,-21.2642
0.109259,0.0798489,22600.2,697.474,42511.9,-91.7638,-21.2928
0.10963,0.0802471,22600,700.72,42496.6,-91.6469,-21.3224
0.11,0.0806454,22599.8,704.271,42480.3,-91.5305,-21.3531
0.110371,0.0810436,22599.6,707.799,42464.6,-91.4145,-21.3849
0.110741,0.0814419,22599.5,711.406,42448.8,-91.299,-21.4179
0.111111,0.0818401,22599.5,715.093,42433.1,-91.1839,-21.452
0.111482,0.0822384,22599.5,718.861,42417.4,-91.0691,-21.4873
0.111852,0.0826366,22599.5,722.708,42401.7,-90.9548,-21.5239
0.112222,0.0830349,22599.5,726.635,42386,-90.8409,-21.5617
0.112593,0.0834332,22599.6,730.639,42370.3,-90.7274,-21.6007
0.112963,0.0838314,22599.7,734.72,42354.7,-90.6142,-21.6411
0.113334,0.0842297,22599.9,738.877,42339.1,-90.5013,-21.6827
0.113704,0.0846279,22600,743.108,42323.5,-90.3887,-21.7256
0.114074,0.0850262,22600.3,747.414,42307.9,-90.2765,-21.7699
0.114445,0.0854244,22600.5,751.791,42292.4,-90.1645,-21.8154
0.114815,0.0858227,22600.8,756.242,42276.9,-90.0529,-21.8623
0.115185,0.0862209,22601.1,760.761,42261.4,-89.9414,-21.9105
0.115556,0.0866192,22601.5,765.354,42245.9,-89.8303,-21.96
0.115926,0.0870174,22601.9,770.013,42230.4,-89.7193,-22.0108
0.116297,0.0874157,22602.3,774.741,42215,-89.6086,-22.063
0.116667,0.0878139,22602.7,779.535,42199.5,-89.4981,-22.1164
0.117037,0.0882122,22603.2,784.397,42184.1,-89.3878,-22.1711
0.117408,0.0886104,22603.7,789.323,42168.8,-89.2778,-22.2272
0.117778,0.0890087,22604.3,794.312,42153.4,-89.1679,-22.2845
0.118148,0.089407,22604.9,799.367,42138.1,-89.0582,-22.343
0.118519,0.0898052,22605.5,804.48,42122.7,-88.9487,-22.4028
0.118889,0.0902035,22606.1,809.66,42107.4,-88.8394,-22.4639
0.11926,0.0906017,22606.8,814.894,42092.2,-88.7303,-22.5262
0.11963,0.091,22607.5,820.192,42076.9,-88.6214,-22.5896
0.12,0.0913982,22608.2,825.545,42061.7,-88.5126,-22.6543
0.120371,0.0917965,22609,830.959,42046.5,-88.4041,-22.7202
0.120741,0.0921947,22609.8,836.426,42031.3,-88.2957,-22.7871
0.121111,0.092593,22610.6,841.951,42016.2,-88.1875,-22.8553
0.121482,0.0929912,22611.5,847.53,42001,-88.0794,-22.9245
0.121852,0.0933895,22612.3,853.163,41985.9,-87.9716,-22.9949
